ids,date,user,replyCount,retweetCount,likeCount,lang,tweet,country,Emotion
1.51e+18,2022-04-08 15:45:58+00:00,JeffreyRaderIII,0,0,0,en,"@foxnewsradio not a fan of biden, but the reason that he didn't provide arms,etc 6 months ago is simple.. they weren't convinced that Ukraine would fight for very long.. leaving all that armament and technology to go into the hands of Russia.,",Ukraine,neutral
1.51e+18,2022-04-08 15:45:58+00:00,ReadovkaWorld,1,0,0,en,"""Armenia exists as long as a Russian soldier's here""

A rally in support of Russia's special operation in Ukraine was held in Yerevan. The protesters thanked Russia for the fight against Nazism.

#Armenia #SupportRussia #Yerevan https://t.co/ilQkUfEDv2",Ukraine,neutral
1.51e+18,2022-04-08 15:45:58+00:00,Soniee_zz,1,0,0,en,"Translation(my)❗️
That’s a story of only ONE Ukrainian family. Can you imagine how many stories like that you just don’t know? Share,reposts PLEASE. Everyone must know. #family #UkraineRussiaWar #Ukraine #HelpUkraine #SaveUkraine #UkraineWar credits and original: @ratrodrenegade",Ukraine,neutral
1.51e+18,2022-04-08 15:45:58+00:00,DrUSofA1,0,0,1,en,"We all know @HawleyMO is a joke--along with @tedcruz! #GOPHypocrisy #GOPtheRussianPartyofTraitors 

‘Morning Joe’ Rips Josh Hawley and Other Republicans’ ‘Rank Hypocrisy’ on Ukraine: ‘What a Joke’ https://t.co/EZKDxkhlWh",Ukraine,amusement
1.51e+18,2022-04-08 15:45:58+00:00,Guerilla_gijima,0,0,1,en,"@LiquidMycelium @XeniaXe92384604 @Hestrue1 @RT_com But he was targeting military compounds around Ukraine, he never wanted Ukraine, wasn't that the 'special military operation ' per se?",Ukraine,neutral
1.51e+18,2022-04-08 15:45:56+00:00,idkuser94,0,0,0,en,@OnTheBlockGamin @disclosetv Yes we do Russia invaded Ukraine and NATO can’t do shit other than send supplies,Ukraine,neutral
1.51e+18,2022-04-08 15:45:56+00:00,whocare59601201,0,1,3,en,"@StalinFrog rw twitter before the war : Ukraine is treated like a shithole and held with the same regard as albania
rw now: omg aryan RETVRN warriors",Ukraine,annoyance
1.51e+18,2022-04-08 15:45:55+00:00,Mima81267244,0,0,0,en,"@hayvibouzo When you Tweet don’t delete it. Ali is with the Mukawama, you don’t like it. You want only Israhell, Hayvi listen to me, Israel time is over, from now on it will be Israhell. The world has changed. Ukraine will be the cemetery of your Occident and Israel. @yazansezar https://t.co/tVndYBsIlp",Ukraine,neutral
1.51e+18,2022-04-08 15:45:55+00:00,conradcave1,0,0,0,en,@Polk_Azov That’s how it’s done. Glory to Ukraine ✊🇺🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿,Ukraine,admiration
1.51e+18,2022-04-08 15:45:55+00:00,DUKEHOLDINGS,0,0,0,en,@spectraloverse1 @noe_enklere @YuriGag95889729 @CanadianUkrain1 @slvtreetrader Remember this lie? By ukraine government https://t.co/HGaUVx9TMs,Ukraine,neutral
1.51e+18,2022-04-08 15:45:55+00:00,Margare42025254,0,0,0,en,"WOLVERINES In Ukraine! No, Not The Animal https://t.co/EwJvyc4k3b",Ukraine,neutral
1.51e+18,2022-04-08 15:45:55+00:00,strat58cat,0,0,0,en,"Ukraine, Turkey and Russia are deeply linked historically going back 1500 years. In the US we tends to ignore or even to be oblivious to history, but these Byzantine lands don't.
https://t.co/AIpeBQX7dR",Ukraine,neutral
1.51e+18,2022-04-08 15:45:55+00:00,COlveraBernal1,2,0,0,en,"Just to enlighten some of u. Putin wasn't wrong about Nazism in Ukraine, the far-right neo-Nazi group called Azov had been harassing &amp; killing Russians on the East, Zelenskyy knew &amp; tuned a blind eye, now they r part of Ukraine’s armed forces, like if we hire D. Duke to defend us",Ukraine,neutral
1.51e+18,2022-04-08 15:45:54+00:00,kT2q4nL61Y3e2Zl,0,1,2,en,"As much of the world’s attention is focused on Ukraine, the @WHO said there's ""nowhere on earth where the health of millions of people is more under threat"" than #Tigray.
#SupportHR6600 #SupportS3199
@RepRashida @BillHagertyTN @RepBonnie @RepRaulGrijalva
 
https://t.co/Aq8WYoIQzT",Ukraine,neutral
1.51e+18,2022-04-08 15:45:54+00:00,Owly_Manitou,0,0,0,en,@Timcast @SpaceXStarlink You'll have to move to Ukraine for that...,Ukraine,neutral
1.51e+18,2022-04-08 15:45:54+00:00,HighwayRitchie,0,0,0,en,"@CGR783 @JonnyNaylor @olliecarroll The Kremlin line is that Ukraine and their ties to the west/NATO pose an existential threat to the survival of Russia.
So if the future of your country/society was threatened an attack or counter attack on Ukraine would be ""For the (Russian) children""",Ukraine,neutral
1.51e+18,2022-04-08 15:45:54+00:00,gaijingirl2004,0,1,12,en,@McFaul @denise_dewald McFoul: Why isn't Ukraine's slaughter of civilians in Donbas for the past 8 years not condemned and treated as terrorism? 🧐,Ukraine,neutral
1.51e+18,2022-04-08 15:45:54+00:00,taxibistront,1,1,0,en,"Urgent!!! Polish President Andrzej Duda confirmed to the channel 
@BBCWorld, that the Krakovets border crossing has been breached by a tank group of the Armed Forces of Ukraine, a battle is underway, the Polish armed forces are suffering losses, but heroically continue to defend, https://t.co/OdJijzGMrM",Ukraine,neutral
1.51e+18,2022-04-08 15:45:53+00:00,Sounds_4_People,0,0,0,en,"@ravelesm It means: Forget minority Neo-Nazis are killing Russians in Ukraine, the US needs another vassel nation in debt through ""giving"" them weapons while keeping the failing economy afloat a little longer.
Shhhh!!!
Don't tell anyone. US needs people to believe it's all about freedom.",Ukraine,neutral
1.51e+18,2022-04-08 15:45:51+00:00,Hamzablogsl,0,0,0,en,"The United Kingdom has imposed sanctions on Putin's daughters as a result of the Ukraine conflict.
 https://t.co/5uzh4Wev9q",Ukraine,neutral
1.51e+18,2022-04-08 15:45:51+00:00,ReginaLouf,3,0,0,en,@RossoliniAndrea @32calibers @guyverhofstadt The video is from Belarus. Belarus aint Ukraine.,Ukraine,neutral
1.51e+18,2022-04-08 15:45:51+00:00,zuzbcn,0,0,0,en,"🤔#compol 1 🇨🇿 - 0 🇸🇰
15.3. PM @P_Fiala
Vs
8.4. PM @eduardheger (decline 15.3. meeting in #Ukraine)
#nocommentneeded https://t.co/lsbblBBrXX",Ukraine,neutral
1.51e+18,2022-04-08 15:45:51+00:00,GibettaSei,0,0,0,en,Ukraine: EU agrees on a fifth package of restrictive measures against Russia https://t.co/D7PksDenY2,Ukraine,approval
1.51e+18,2022-04-08 15:45:50+00:00,EricAllan83,0,0,0,en,@MailOnline Russia accuses Ukraine of attacking the train station. Doesn’t make a ton of sense for Russia to attack a train station during the day full of civilians. Talk about not trying to win the propaganda war.,Ukraine,neutral
1.51e+18,2022-04-08 15:45:50+00:00,wass_howarth,0,0,0,en,"@thesiriusreport Oh, so do they take the people of Ukraine seriously?",Ukraine,neutral
1.51e+18,2022-04-08 15:45:50+00:00,SergeyKofanov,0,0,0,en,"Whoever this decision depends on, arm Ukraine with SAM please. https://t.co/neJ6ILfvAn",Ukraine,neutral
1.51e+18,2022-04-08 15:45:49+00:00,mrarwyn,0,0,0,en,You won't believe this but russia-ukraine is a proxy war for the battle of your mind. The plan goes deep and the revolution will not be televised. Kek. We have everything inside. The details are only designed to slow you down. Memes ftw #freeyourself #savepepe #searchyourfeelings https://t.co/8lG0PVccie,Ukraine,neutral
1.51e+18,2022-04-08 15:45:49+00:00,nazani14,0,0,2,en,@Now_in_Ukraine @ZelenskyyUa So true. A strong defeat of Russia will also give developing nations a respite from Russian adventurism.,Ukraine,approval
1.51e+18,2022-04-08 15:45:49+00:00,Tallulahs_Ghost,1,0,0,en,to women and queer people across university campuses. And then the cherry on the sundae was seeing the last RT that I posted about the horrific rape of Ukraine's women and children by the Russian army.,Ukraine,fear
1.51e+18,2022-04-08 15:45:49+00:00,arzamassss,0,0,0,en,"@BennySakutukwa @GurgurovAndrei @ClareDalyMEP I don’t know if the meaning of the joke is clear, but now the same thing is happening. Only Ukraine and the USA stand nearby 🤷",Ukraine,confusion
1.51e+18,2022-04-08 15:45:49+00:00,sencioncesarRD,5,4,7,en,"@vonderleyen @JosepBorrellF Stop using innocent civilians as a shield of war, this is a bad practice that will cost NATO, the G7 and the US dearly because they are not hitting countries like Libya, Iran, Afghanistan, Pakistan etc. Remember that Russia has evidence of everything that happens in Ukraine",Ukraine,realization
1.51e+18,2022-04-08 15:45:49+00:00,Michael_G_CGNE,0,0,1,en,"Hey, wait a second, when we lived in Saudi Arabia form 2009 to 2013 we saw American fighter jets being assembled IN SAUDI ARABIA, so there you go, that’s the political solution, just send the Ukrainians all the parts, and let the assemble them. #PrayForUkraine #Ukraine",Ukraine,neutral
1.51e+18,2022-04-08 15:45:49+00:00,zhangwr7,0,0,0,en,Thank Russia&amp;Ukraine for taking away the attention. https://t.co/ELkNOpn8fg,Ukraine,gratitude
1.51e+18,2022-04-08 15:45:48+00:00,AndreaStockdal2,0,0,0,en,"@NotDiDiatAlll @v_Beef @ancient_home @YourAnonNews Wrong. They’ve been spotted in Russias army lining Ukraine. 

https://t.co/cx6gSh5heP",Ukraine,neutral
1.51e+18,2022-04-08 15:45:48+00:00,sicuyco,0,0,0,en,"🆘☮️🌐🇺🇦🆘 
Absolutely everything that has to do with Russia is a reason to hold your breath. The smells of fear and rottenness intermingle.
@EU_Commission  @Europarl_ES @UNICEF @UN_HRC #Solidarity #Belarus #Russia #Ukraine #US #China #PutinWarCrimes #Ethics #Coexistence #People https://t.co/RkS3PbVj8w",Ukraine,neutral
1.51e+18,2022-04-08 15:45:48+00:00,BHerlaar,1,0,57,en,@YTKrimson @KyivIndependent Let's first start with #derussification of Ukraine.,Ukraine,neutral
1.51e+18,2022-04-08 15:45:46+00:00,yellaboyyyy,0,0,1,en,@automan49_mike @georgegalloway Same goes for Ukraine,Ukraine,neutral
1.51e+18,2022-04-08 15:45:46+00:00,sulaimanslalani,1,1,2,en,"@Reuters $USDRUB is already back to pre #Ukraine invasion level!
That was all for the sanctions!

If #Russia @KremlinRussia_E succeeds in getting payments in #rouble for all its exports, #US will lose the war, as the biggest weapon US has is $USD! Once that's gone, nothing else matters!",Ukraine,neutral
1.51e+18,2022-04-08 15:45:46+00:00,Wzap14,1,0,0,en,@IanDunt But instead people who argue that no one should get involved at all including sanctions then get angry when you say they are leaving Ukraine to being devoured by Russia. When you press then they say there should be a negotiated ceasefire- like they are the only ones to want this,Ukraine,neutral
1.51e+18,2022-04-08 15:45:46+00:00,SMcfraland,0,0,0,en,The TRUE Information Is Starting To Come Out Now.. YouTube Can't Keep Up With Blocking It. The REAL WAR CRIMINALS Are Being Revealed. It's The Cowardly Ukraine Military That Find It Easier To Kill Civilians And Lie? Than It Is The Actually Fight Russian Soldiers. Incredible...,Ukraine,admiration
1.51e+18,2022-04-08 15:45:45+00:00,MKorpman,0,0,0,en,"@AdventistCowboy No, your right in an academic sense. But in a cultural and propaganda sense, he is. Throwing Nazi as a label at Putin is simply grabbing the grenade he threw and throwing it back. In the definition of Nazi he used to describe Ukraine, it better describes his actions.",Ukraine,neutral
1.51e+18,2022-04-08 15:45:45+00:00,gaijingirl2004,0,1,2,en,McFoul: Why isn't Ukraine's slaughter of civilians in Donbas for the past 8 years not condemned and treated as terrorism? 🧐 https://t.co/gySTthxr5y,Ukraine,curiosity
1.51e+18,2022-04-08 15:45:45+00:00,Miguel_L71,0,0,0,en,"Ukraine War: We can help Ukraine defeat and push back Russia - UK Defence Secretary
#StandWithUkraine #UkraineWillWin
https://t.co/o3PUudOJcq",Ukraine,neutral
1.51e+18,2022-04-08 15:45:45+00:00,JCour10201,0,0,0,en,"'Weapons, Weapons, And Weapons': Poroshenko On What Ukraine Needs To End... https://t.co/2YmllYrb0q via @YouTube #NUKERUSSIA",Ukraine,neutral
1.51e+18,2022-04-08 15:45:45+00:00,Pinja_L,3,0,0,en,@sophperovskaya @Robert_cal7 @4ooh4 @swl2861 @KimDotcom And Ukraine wanted to apply to NATO first time already 2008. It was Merkel with Sarkozy who didn't let them. She just said a week ago that she still doesn't regret that. https://t.co/8vjVyQeTXh,Ukraine,neutral
1.51e+18,2022-04-08 15:45:44+00:00,tejassoparia,0,0,1,en,"American cancer of world 🌎, 
Arvind Kejriwal (India) 🇮🇳 
Imran Khan (pakistan)  🇵🇰 
Urdagan (turkey)  🇹🇷 
Zelenskyy (Ukraine)  🇺🇦 
&amp; lot's of other leaders is American &amp; western country PLANTS papet",Ukraine,neutral
1.51e+18,2022-04-08 15:45:44+00:00,Sam_S_Pedro,0,0,0,en,Watch thousands of Ukrainians Heil in unison. Definitely not real fascist in Ukraine that's unheard of! https://t.co/3LZWD73Vet,Ukraine,neutral
1.51e+18,2022-04-08 15:45:44+00:00,fusion_xr,0,0,0,en,"@apmassaro3 Germany, don't embargo oil and gas. Just allow Ukraine to put a lien on payments.",Ukraine,neutral
1.51e+18,2022-04-08 15:45:43+00:00,legitgov,0,0,0,en,"@HawleyMO “Won’t give the Ukrainians what they’re asking for?” I agree with you 99% of the time, but not on this issue. We don’t need to risk World War III to support the corrupt Nazis running #Ukraine. No thanks. By the way, use any money in the US – not abroad.",Ukraine,approval
1.51e+18,2022-04-08 15:45:43+00:00,Lyngvie1,0,0,0,en,"❤️
Meet the 1,300 librarians racing to back up #Ukraine’s digital archives https://t.co/49sNrqJsIQ",Ukraine,love
1.51e+18,2022-04-08 15:45:42+00:00,WilliamYang120,1,0,0,en,"On the station platform, a walking stick lay next to a lump of flesh. Further along, a toy rabbit soaked red.

The toll from the strikes rose throughout the morning with Ukraine's SBU security service saying least 39 people had been killed, including at least four children.",Ukraine,neutral
1.51e+18,2022-04-08 15:45:42+00:00,Rajeev_kumar15,0,0,0,en,@FirstSquawk Why are you wasting precious time to train Ukrainian army. Just send British soldiers along with those equipments. It would be a huge help to Ukraine.,Ukraine,curiosity
1.51e+18,2022-04-08 15:45:40+00:00,siciliantaurus,1,0,0,en,@burnerstreaming @Stonekettle @Patbagley Western Ukraine took over the whole government by gunpoint in a Nazi backed coup d'etat in 2014 then went on to bombing their own people in eastern Ukraine killing thousands of civilians. Do you what's going on?,Ukraine,curiosity
1.51e+18,2022-04-08 15:45:39+00:00,trade2winnow,0,0,0,en,"@FirstSquawk is correct, but the missile is of Ukrainian manufacture #Russia #Ukraine #War",Ukraine,approval
1.51e+18,2022-04-08 15:45:39+00:00,onej258,0,0,0,en,War crimes in Ukraine: the campaign to hold Russia to account https://t.co/rpK7NY2Nyy,Ukraine,neutral
1.51e+18,2022-04-08 15:45:38+00:00,stevenroyradio,0,0,0,en,"Eastimates are 500,000 illegal aliens per month, from almost every country on Earth. Can you say National Security FAILURE! That’s more than UKRAINE!🤦🏻‍♂️ https://t.co/75juwSVGet",Ukraine,neutral
1.51e+18,2022-04-08 15:45:38+00:00,writetimez,0,0,0,en,"@olgatokariuk Evil. Depraved. Monsters.
It's impossible to understand this behaviour.  The Russian army in Ukraine needs to be destroyed. That's easy to understand.",Ukraine,disgust
1.51e+18,2022-04-08 15:45:38+00:00,engpravda,2,2,2,en,"Has Russia become pariah for the whole world? #pravda #russia #ukraine
https://t.co/MlT7nf7rvw",Ukraine,curiosity
1.51e+18,2022-04-08 15:45:37+00:00,Sarimner,0,0,0,en,@vonderleyen @JJCarafano @ZelenskyyUa It might seem that your thoughts are mainly with your fellow Germans who prioritize having the air conditioning running over putting a stop to German finance for Putin’s genocide against Ukraine 🇺🇦,Ukraine,neutral
1.51e+18,2022-04-08 15:45:37+00:00,rtistiq_art,0,0,1,en,"Artist Roman had to leave his apartment and rush out of Kyiv since the war started. He will be donating the money from his NFTs to the Ukrainian army relief fund. Support Ukraine and its people Click to bid here: https://t.co/grDv69vgKb

#Nonprofit #4Change #NFTart #ukraine https://t.co/EqAxjQAKhw",Ukraine,neutral
1.51e+18,2022-04-08 15:45:37+00:00,TedAbram1,0,0,1,en,"PURE EVIL!  The Kramatorsk railway station in eastern Ukraine was flooded with nearly 4,000 people, many of them elderly, women, and children, trying to escape to less war torn parts of the country at the time of the attack. https://t.co/oetc0WjDBq",Ukraine,neutral
1.51e+18,2022-04-08 15:45:37+00:00,AshbyHarper,0,0,0,en,@Ostrov_A Meanwhile in the US they are devoting every bit of attention to Ukraine.  😡😡😡,Ukraine,approval
1.51e+18,2022-04-08 15:45:37+00:00,PCOwen_a,0,0,0,en,@beme_phoebus @irgarner It's mystical nationalism to recreate The Russian World. All else is rationalising. 'Ukraine is not a real country'.,Ukraine,realization
1.51e+18,2022-04-08 15:45:37+00:00,Madrid_1936,0,0,0,en,Russians start to see evidence of high military casualties in Ukraine https://t.co/HDcKlQkKPV,Ukraine,neutral
1.51e+18,2022-04-08 15:45:36+00:00,VippusaO,0,0,0,en,"Canada announced more sanctions against Russia, targeting 62 individuals &amp; entities, incl. members of the Russian elite &amp; major Russian banks, &amp; canceling all export permits, after Moscow launched an all-out invasion of Ukraine https://t.co/TKv4thxyDo 
https://t.co/OB4FgZeKw8 04",Ukraine,neutral
1.51e+18,2022-04-08 15:45:36+00:00,SpinlessR,0,0,0,en,@tass_agency No one wants Russian oil. It’s covered in blood from children in Ukraine.,Ukraine,neutral
1.51e+18,2022-04-08 15:45:35+00:00,BrianEr02690166,0,0,0,en,@SecDef @oleksiireznikov This could be over in weeks if our scared kitten of a @POTUS would commit US forces. Maybe someone should tell him Ukraine has oil below it?,Ukraine,neutral
1.51e+18,2022-04-08 15:45:34+00:00,Trumpisgoingdow,0,0,0,en,"With all the murders happening in Ukraine, Eisenhower's words ring true again. https://t.co/LZSjVaykv8",Ukraine,neutral
1.51e+18,2022-04-08 15:45:34+00:00,InfoStore100,0,0,0,en,"Toy covered in blood. Kramatorsk.

According to the latest data, 5 children were killed from the rocket attack on the station. R.I.P

#Ukraine #UkraineWar https://t.co/1hp0n0vKfX",Ukraine,neutral
1.51e+18,2022-04-08 15:45:34+00:00,uaopen4business,0,0,0,en,NATIONAL BANK OF UKRAINE TO CONSIDER CURRENCY EASES https://t.co/ZkFksPxza8,Ukraine,neutral
1.51e+18,2022-04-08 15:45:34+00:00,gopats14,0,0,0,en,"@lapatina_ Everyone the Russians kill in Ukraine is innocent , including soldiers , but get your point.",Ukraine,approval
1.51e+18,2022-04-08 15:45:33+00:00,Taste_of_Thai,0,0,0,en,At least 50 killed in Ukraine train station attack https://t.co/Pssbma5HlW https://t.co/AC1I1y7dlu,Ukraine,neutral
1.51e+18,2022-04-08 15:45:33+00:00,RB_English,0,1,1,en,"156,323 citizens of Ukraine have so far entered #Bulgaria, almost 80,000 of them have stayed, and around 52,000 have been registered for temporary protection. 
https://t.co/BVxUvMnJnZ",Ukraine,neutral
1.51e+18,2022-04-08 15:45:33+00:00,InvestorUnity,0,0,0,en,"https://t.co/aIgXE4foKd: UKRAINE PROSECUTOR GENERAL SAYS KRAMATORSK RAIL ATTACK IS A ""CRIME AGAINST HUMANITY""",Ukraine,neutral
1.51e+18,2022-04-08 15:45:33+00:00,TeresaSardinha9,1,0,1,en,@Zipzapticz @BBCWorld Most of the world has come together to try and help Ukraine.But this doesn't mean that other atrocities do not exist.Your response to Pink Floyd's help was unnecessary.The world needs unification not more division.,Ukraine,neutral
1.51e+18,2022-04-08 15:45:33+00:00,HanlireCom,0,0,0,en,Important Warning From Elon Musk to Ukraine About Starlink Terminals https://t.co/PpiQ9iEjJA,Ukraine,neutral
1.51e+18,2022-04-08 15:45:33+00:00,Connect971fm,0,1,0,en,"Ukraine war causes giant leap in global food prices, says UN #3NewsGH https://t.co/isIUHWZ01J",Ukraine,neutral
1.51e+18,2022-04-08 15:45:32+00:00,IlvesToomas,6,41,134,en,"Longer piece on forcible mass deportations from Ukraine, (illegal under the Geneva Convention). 

Sent to ""filtration camps"" and then to Russia.

On resourceful young man made it to Estonia and to freedom.

Estonia takes in all Ukrainian refugees, even if they escape via Mordor.",Ukraine,neutral
1.51e+18,2022-04-08 15:45:31+00:00,walnutdoor84,0,0,0,en,@bwalling @RLBays @DrewGriffin5 @bluestein @GovKemp Except the govt will arm citizens when a hostile force comes around. The war in Ukraine would already be over if the citizens were unarmed.,Ukraine,neutral
1.51e+18,2022-04-08 15:45:31+00:00,albi_rossiii,0,0,0,en,"In Ukraine, Sudden Death on a Train Platform https://t.co/NGsf0AeCBX https://t.co/vERUP1BQsA",Ukraine,neutral
1.51e+18,2022-04-08 15:45:30+00:00,omarbula,4,7,13,en,"Sanctions are NOT working. Moreover, they are hurting the rest of the World…

#Ukraine #Russia",Ukraine,disapproval
1.51e+18,2022-04-08 15:45:30+00:00,AnonOpsSE,5,57,187,en,"In the ""red"" pond opposite the Russian embassy in Vilnius, the townspeople in white T-shirts went for a swim, thereby expressing support for #Ukraine. 

Being creative activism! Love it! 

#SlavaUkraini #FreeUkraine https://t.co/vzx4HGTasV",Ukraine,love
1.51e+18,2022-04-08 15:45:29+00:00,MikeDLondon,0,1,2,en,"@CrimeTalkEd 'Ukraine?

U applied

U can't come'

The vile Priti Patel - everyone sees her now...

#sackPatel #johnsonout #sackGove #RefugeesWelcome",Ukraine,neutral
1.51e+18,2022-04-08 15:45:29+00:00,qukety,0,0,0,en,"Small countries/economies in the EU have done the heavy lifting in Ukraine compared to the likes of France and Germany.

 The likes of Germany are obsessed with self preservation, which indirectly benefits and encourages Russia to fight on. https://t.co/ydlH2HjPJQ",Ukraine,neutral
1.51e+18,2022-04-08 15:45:29+00:00,SGH41217399,0,0,0,en,"@AnaTijigirl @rusembitaly There are 2 countries using Tochka-U, Ukraine and Belarus. So of course they were part of the joint Belarus-RF training.",Ukraine,neutral
1.51e+18,2022-04-08 15:45:29+00:00,USAPatPhilly,0,0,0,en,"@Afrofrycook @kriegszimmer @barnes_law Don't be naive and believe the US isn't in the Ukraine,  there are thousands of private military contractors with boots on the ground in Ukraine being paid for by Uncle Sam !!! It was the only way to stop the Russian Advancement !!!",Ukraine,neutral
1.51e+18,2022-04-08 15:45:28+00:00,braincramps,0,0,0,en,The End of Ukraine - The Cyclical View https://t.co/lO98OlteWI,Ukraine,neutral
1.51e+18,2022-04-08 15:45:28+00:00,Rodstro88,0,0,0,en,"@Tharith33614884 @KevinJoeKelly1 @POTUS Don’t believe Zelensky or MSM!
Im not for Putin or Ukraine
Bcuz I seen the Corruption in Ukraine a couple years ago.
When Joe Biden did the Quid Pro Quo!
And proof is coming out why Putin went in.
Bio Labs.. Even our Lying DS idiots had to admit it.
Time will bring out the Facts.",Ukraine,neutral
1.51e+18,2022-04-08 15:45:28+00:00,princeamitabh,0,0,0,en,"@hridayeshjoshi @newslaundry Ongoing war in Ukraine 🇺🇦 Russia 🇷🇺  bombardment affected badly. 
https://t.co/hg3OeW4T25",Ukraine,neutral
1.51e+18,2022-04-08 15:45:28+00:00,EllenGraubart,0,0,0,en,"Europe’s lying about Ukraine, w Stephen Fry. https://t.co/rsY0ca8dQx via @YouTube",Ukraine,neutral
1.51e+18,2022-04-08 15:45:28+00:00,Inga_Rosinska,0,0,0,en,"The EU stands with #Ukraine against #Russia |an disinformation : ‘Destruction,
atrocities committed by Russia’ #Bucha https://t.co/IB5kxg1rT6",Ukraine,neutral
1.51e+18,2022-04-08 15:45:27+00:00,ADrazdys,0,0,0,en,"@DaySocialist @krides on their own nations, incl Ukraine.
3. Soviet symbols are heavily used by those striving to revive the soviet empire. But as an ultra leftie you know better. 2/2",Ukraine,neutral
1.51e+18,2022-04-08 15:45:26+00:00,Clafe64,0,0,0,en,"@GurgurovAndrei @ClareDalyMEP America was built on a foundation of lies.  Howard Zinn. 

American Wars Mean American Lies

https://t.co/4pOzDg5AFI 

""US media launches war propaganda campaign against Russia as CIA prepares to back an “insurgency” in Ukraine""

https://t.co/WV3VyDJuOc",Ukraine,neutral
1.51e+18,2022-04-08 15:45:26+00:00,gmc_iheid,0,1,0,en,"🛑 #Refugees from #Ukraine : The Legal and Policy Challenges of Protection
Speakers: Madeline Garlick , Catherine Woollard, @aliciagiraudel, Moderator: Vincent Chetail
📅12 April 2022 , 18:30 - 19:30
Geneva Graduate Institute and On-line
Registration:https://t.co/p9EEjBCbZ2 https://t.co/KKPaJdbsTt",Ukraine,neutral
1.51e+18,2022-04-08 15:45:26+00:00,GordonMcbarron,0,0,0,en,"@AyrUnitedFC @AyrUtdAcademy @DoonfootPrimary @cinchuk @ICTFC I'm so pleased for you Olga, I can't imagine how worried you must have been and indeed still are for those still in Ukraine...🇺🇦",Ukraine,caring
1.51e+18,2022-04-08 15:45:26+00:00,PirPiraan,0,2,8,en,@CChollanda Russian IT talent is some of the best in the world. Ukraine as well. I've worked with them for decades. And everyone I've worked with has been a wonderful human being. Replacing this kind of talent in a reasonable time frame will not happen. The drain will hurt significantly.,Ukraine,admiration
1.51e+18,2022-04-08 15:45:26+00:00,wildplumbay,0,0,0,en,@michaelcrowley Michael do we know why UN Peacekeepers aren’t being posted to all of Ukraine except for the East and the South? This would help to ensure no Russian allies or mercenaries come in from the North or West.,Ukraine,realization
1.51e+18,2022-04-08 15:45:25+00:00,Esther_truth_,0,0,1,en,@DietmarPichler1 Unfortunately the distrust of NATO and EU is used against Ukraine. Getting people like that understand this isn't about NATO expansionism as much as Russian colonialism is really hard. Propaganda works so easily on them due to disillusionment.,Ukraine,neutral
1.51e+18,2022-04-08 15:45:25+00:00,UkieLenia,0,0,0,en,Microsoft Stops Russian Hackers From Targeting #Ukraine With Domain Takeover  https://t.co/AEvhZo8aKq,Ukraine,neutral
1.51e+18,2022-04-08 15:45:25+00:00,OsborneCrane,0,0,0,en,"@JosepBorrellF @EUAM_Ukraine What is the need to continue training Ukrainine. They're dieing everyday, just end this war",Ukraine,neutral
1.51e+18,2022-04-08 15:45:25+00:00,thaq2k,0,0,0,en,@emilykschrader You can’t use the sympathy card. Ukraine took your lime light.,Ukraine,neutral
1.51e+18,2022-04-08 15:45:24+00:00,FLMomNYGirl,0,0,0,en,"'I feel pretty damn lucky to be here': Fox News correspondent Benjamin Hall, who was wounded in an attack last month in Ukraine, says he lost half a leg, one foot, and has a non-functional eye. https://t.co/Lwkwek6t9R",Ukraine,joy
1.51e+18,2022-04-08 15:45:24+00:00,rayraygonzales_,0,0,1,en,"@sometimestrange @wqwfqwf1 @longsock11 @SameeraKhan Hey I fully support Ukraine in their efforts to fight off fascism, I just also know that Israel and the US have recent history of commiting genocide and other war crimes, but the fact that it seems the only reason people are concerned is because theyre white is disconcerting",Ukraine,approval
1.51e+18,2022-04-08 15:45:24+00:00,allaw2020,1,0,0,en,@genghisbruh @OwenJones84 So you’d be happy to let Russia dismember Ukraine and wipe out Ukrainian identity. Good to know 👌,Ukraine,joy
1.51e+18,2022-04-08 15:45:23+00:00,ace_262,1,0,0,en,"@Mary_K_Leonard @MikeTM_TBB @marek094 @KyivIndependent Well if that's the case why don't you go to Ukraine then? No offense but you can't decide for everyone. If you're desperate about helping Ukraine, go and help them. They won't say no. I won't because i'm weak, so i'll stick to donations.",Ukraine,caring
1.51e+18,2022-04-08 15:45:23+00:00,OKP12355600,0,0,0,en,"@GermanyDiplo @GermanyCoE @ABaerbock @JY_LeDrian @natgavrilita @BogdanAurescu Nazies terrorize own Ukrainian civilians. Men stopped and beaten up on the street. You can hear voice of a man asking ""Why you do it to us?"", and voice of Nazi demanding to shout ""Glory to Ukraine!"". One man is striped and God knows what nazis will do to him! 🤬#HumanRights",Ukraine,neutral
1.51e+18,2022-04-08 15:45:22+00:00,CoopADoop3,0,0,0,en,"@spook_info This is amazing, hopefully it starts a cascade of heavy weapons Ukraine needs",Ukraine,admiration
1.51e+18,2022-04-08 15:45:22+00:00,GraphicW5,0,0,1,en,"@StalinFrog You hit the nail on the head Stalin.  Our elite here hate it that their little toy Ukraine is being chipped away at.  It was where the were going to test bug man ""smart cities"" and work to establish technocracy for all.",Ukraine,anger
